x,y,z,yaw,V,a,dist,time
22308.86689,52963.63824,257.9,0.115323286,1.0,0.0,1409.1952752029076,1409.1952752029076
22313.66197,52964.19369,257.9,0.115322782,1.0,0.0,1414.0224189659314,1414.0224189659314
22318.44585,52964.74784,257.9,0.104660482,1.0,0.0,1418.8382875352443,1418.8382875352443
22323.19986,52965.24722,257.9,0.0948992,1.0,0.0,1423.6184540035274,1423.6184540035274
22327.98132,52965.70234,257.9,0.092899483,1.0,0.0,1428.4215253069738,1428.4215253069738
22332.77863,52966.14929,257.9,0.092897357,1.0,0.0,1433.2396107709951,1433.2396107709951
22337.5771,52966.59635,257.9,0.092874247,1.0,0.0,1438.0588614372791,1438.0588614372791
22342.39926,52967.04549,257.9,0.092880132,1.0,0.0,1442.9018929058116,1442.9018929058116
22347.20184,52967.49284,257.9,0.092910028,1.0,0.0,1447.7252627526025,1447.7252627526025
22351.95951,52967.93615,257.9,0.092803482,1.0,0.0,1452.503541478775,1452.503541478775
22356.74854,52968.38188,257.9,0.092484368,1.0,0.0,1457.3132694933097,1457.3132694933097
22361.61154,52968.83292,257.9,0.092538091,1.0,0.0,1462.1971415311104,1462.1971415311104
22366.43541,52969.28058,257.9,0.092564282,1.0,0.0,1467.0417386508373,1467.0417386508373
22371.2055,52969.72339,257.9,0.081867176,1.0,0.0,1471.8323377056756,1471.8323377056756
22376.0212,52970.11852,257.9,0.08081101,1.0,0.0,1476.6642207968623,1476.6642207968623
22380.85026,52970.50961,257.9,0.082427485,1.0,0.0,1481.5090914733303,1481.5090914733303
22385.66512,52970.90739,257.9,0.085112144,1.0,0.0,1486.340354843094,1486.340354843094
22390.47982,52971.31817,257.9,0.089335966,1.0,0.0,1491.1725465092418,1491.1725465092418
22395.27959,52971.74811,257.9,0.077886915,1.0,0.0,1495.9915340021162,1495.9915340021162
22400.08116,52972.12285,257.9,0.07978713,1.0,0.0,1500.8077051507082,1500.8077051507082
22404.90284,52972.50837,257.9,0.080561766,1.0,0.0,1505.6447728257338,1505.6447728257338
22409.72941,52972.89806,257.9,0.08713946,1.0,0.0,1510.4870487638652,1510.4870487638652
22414.54046,52973.31835,257.9,0.083539068,1.0,0.0,1515.3164219930331,1515.3164219930331
22419.35434,52973.72143,257.9,0.089295023,1.0,0.0,1520.1471480399966,1520.1471480399966
22424.17089,52974.15268,257.9,0.079629784,1.0,0.0,1524.9829654957116,1524.9829654957116
22428.99124,52974.53733,257.9,0.087451244,1.0,0.0,1529.8186381216224,1529.8186381216224
22433.80323,52974.95922,257.9,0.094001116,1.0,0.0,1534.6490872655652,1534.6490872655652
22438.58795,52975.41032,257.9,0.079343886,1.0,0.0,1539.4550249148072,1539.4550249148072
22443.38026,52975.79136,257.9,0.069889868,1.0,0.0,1544.2624594299832,1544.2624594299832
22448.21361,52976.12972,257.9,0.085141036,1.0,0.0,1549.1076384475293,1549.1076384475293
22453.03628,52976.54132,257.9,0.082208599,1.0,0.0,1553.9478409731385,1553.9478409731385
22457.85416,52976.93828,257.9,0.091497173,1.0,0.0,1558.7820466923845,1558.7820466923845
22462.66616,52977.3798,257.9,0.073914617,1.0,0.0,1563.6142598406652,1563.6142598406652
22467.48092,52977.73633,257.9,0.082215402,1.0,0.0,1568.4422022076067,1568.4422022076067
22472.28789,52978.13243,257.9,0.066725124,1.0,0.0,1573.2654641526888,1573.2654641526888
22477.09108,52978.4534,257.9,0.075204901,1.0,0.0,1578.0793665111696,1578.0793665111696
22481.92656,52978.81774,257.9,0.096780937,1.0,0.0,1582.9285530889385,1582.9285530889385
22486.75724,52979.28672,257.9,0.090989105,1.0,0.0,1587.7819448413927,1587.7819448413927
22491.56714,52979.72558,257.9,0.090820715,1.0,0.0,1592.6118243543417,1592.6118243543417
22496.37275,52980.16324,256.9390427,0.091623935,1.0,0.0,1597.4373226444354,1597.4373226444354
22501.1563,52980.60276,255.965734,0.0624877,1.0,0.0,1602.2410220972426,1602.2410220972426
22505.95408,52980.90295,254.9756069,0.061992668,1.0,0.0,1607.0481841461556,1607.0481841461556
22510.80262,52981.20391,253.9673572,0.088271346,1.0,0.0,1611.9060558049364,1611.9060558049364
22515.62543,52981.63073,252.9479078,0.077663568,1.0,0.0,1616.747715810401,1616.747715810401
22520.42477,52982.00421,251.9165686,0.070070633,1.0,0.0,1621.5615658024567,1621.5615658024567
22525.23444,52982.34178,250.8651959,0.068071994,1.0,0.0,1626.3830675408979,1626.3830675408979
22530.05385,52982.67036,249.7953316,0.078852881,1.0,0.0,1631.2136655954348,1631.2136655954348
22534.87725,52983.05149,248.7110313,0.077218519,1.0,0.0,1636.0521000154629,1636.0521000154629
22539.68265,52983.4233,247.6158031,0.05816013,1.0,0.0,1640.8718626482155,1640.8718626482155
22544.48835,52983.70311,246.497589,0.053270102,1.0,0.0,1645.6857016698393,1645.6857016698393
22549.31036,52983.96022,245.3533724,0.057536614,1.0,0.0,1650.514561368795,1650.514561368795
22554.12812,52984.23772,244.1954335,0.04558644,1.0,0.0,1655.3403066653907,1655.3403066653907
22558.96441,52984.45835,243.0125056,0.059552632,1.0,0.0,1660.181626584689,1660.181626584689
22563.80034,52984.74668,241.8062483,0.074244301,1.0,0.0,1665.026144430028,1665.026144430028
22568.61987,52985.10517,240.5834143,0.068067751,1.0,0.0,1669.858988778957,1669.858988778957
22573.43129,52985.43317,239.3317755,0.036453578,1.0,0.0,1674.6815758871815,1674.6815758871815
22578.26697,52985.60953,238.051651,0.052862877,1.0,0.0,1679.5204707932528,1679.5204707932528
22583.10406,52985.86547,236.7283802,0.078155924,1.0,0.0,1684.3643272064535,1684.3643272064535
22587.92041,52986.24267,235.3860886,0.049839198,1.0,0.0,1689.1954251316126,1689.1954251316126
22592.74907,52986.48352,234.008974,0.055641528,1.0,0.0,1694.030088110366,1694.030088110366
22597.57721,52986.75244,232.5820605,0.069243212,1.0,0.0,1698.8657115268425,1698.8657115268425
22602.3991,52987.08686,231.1167797,0.052470304,1.0,0.0,1703.699184388926,1703.699184388926
22607.23124,52987.34064,229.601802,0.05851571,1.0,0.0,1708.5379839578295,1708.5379839578295
22612.05547,52987.62325,228.0328676,0.062284415,1.0,0.0,1713.3704847084741,1713.3704847084741
22616.87966,52987.92411,226.4142805,0.045316036,1.0,0.0,1718.204047152024,1718.204047152024
22621.7155,52988.14341,224.7205702,0.062860341,1.0,0.0,1723.0448571044592,1723.0448571044592
22626.53693,52988.44688,222.952773,0.058675129,1.0,0.0,1727.8758281544453,1727.8758281544453
22631.36791,52988.73067,221.1143155,0.046236353,1.0,0.0,1732.7151364236631,1732.7151364236631
22636.19848,52988.95417,219.1631858,0.058434249,1.0,0.0,1737.550874089716,1737.550874089716
22641.01712,52989.23607,217.1028101,0.05720619,1.0,0.0,1742.377752901082,1742.377752901082
22645.85473,52989.51311,214.9049049,0.055559252,1.0,0.0,1747.2232891638384,1747.2232891638384
22650.68322,52989.78165,212.5342643,0.05859067,1.0,0.0,1752.0592409224582,1752.0592409224582
22655.50347,52990.0644,209.9549191,0.057348967,1.0,0.0,1756.8877766865394,1756.8877766865394
22660.33492,52990.34178,207.081152,0.055662546,1.0,0.0,1761.727182514419,1761.727182514419
22665.15045,52990.61011,203.8154372,0.065820695,1.0,0.0,1766.5501826356917,1766.5501826356917
22669.97272,52990.92797,199.9176155,0.062143881,1.0,0.0,1771.3829171548334,1771.3829171548334
22674.8165,52991.22937,197.7258441,0.051277307,1.0,0.0,1776.2360652721275,1776.2360652721275
22679.67198,52991.47856,197.7258441,0.040920869,1.0,0.0,1781.0979354561703,1781.0979354561703
22684.48589,52991.67566,197.7258441,0.260005066,1.0,0.0,1785.915878782747,1785.915878782747
22689.19006,52992.9271,197.7258441,0.151644425,1.0,0.0,1790.7836624121321,1790.7836624121321
22693.99233,52993.66097,197.7258441,0.249707505,1.0,0.0,1795.6416828247895,1795.6416828247895
22698.74259,52994.87244,197.7258441,0.339273349,1.0,0.0,1800.543991426715,1800.543991426715
22703.44521,52996.53208,197.7258441,0.446382683,1.0,0.0,1805.5308782104703,1805.5308782104703
22708.00841,52998.71604,197.7258441,0.573744249,1.0,0.0,1810.5897788342797,1810.5897788342797
22711.93664,53001.25471,197.7258441,0.363768401,1.0,0.0,1815.266939971318,1815.266939971318
22715.32893,53002.54619,197.7258441,0.78403726,1.0,0.0,1818.8967542963899,1818.8967542963899
22717.70007,53004.91088,197.7258441,0.795626658,1.0,0.0,1822.2454949097707,1822.2454949097707
22720.47256,53007.74068,197.7258441,1.000185512,1.0,0.0,1826.2071194301025,1826.2071194301025
22723.01552,53011.70272,197.7258441,1.070908035,1.0,0.0,1830.9150283632914,1830.9150283632914
22725.40854,53016.08426,197.7258441,1.082467467,1.0,0.0,1835.9074663941553,1835.9074663941553
22727.77339,53020.53582,197.7258441,1.166205185,1.0,0.0,1840.9481907425043,1840.9481907425043
22729.77785,53025.21676,200.3482246,0.922671149,1.0,0.0,1846.040249184358,1846.040249184358
22732.72352,53029.10673,202.6783319,0.894466672,1.0,0.0,1850.9196793098724,1850.9196793098724
22735.40577,53032.44864,204.7675084,0.769716738,1.0,0.0,1855.204866296531,1855.204866296531
22738.1114,53035.07071,206.6195609,0.862249799,1.0,0.0,1858.9725824193022,1858.9725824193022
22740.78397,53038.18921,208.3104551,0.603243692,1.0,0.0,1863.0796096477088,1863.0796096477088
22744.33827,53040.6378,210.047483,0.455017135,1.0,0.0,1867.3957006428222,1867.3957006428222
22748.68685,53042.76538,211.9039664,0.459486929,1.0,0.0,1872.2368518150936,1872.2368518150936
22753.14892,53044.97326,213.6817619,0.276668413,1.0,0.0,1877.215285582788,1877.215285582788
22757.84539,53046.30682,215.3452632,0.276565441,1.0,0.0,1882.0974175693784,1882.0974175693784
22762.52681,53047.6356,216.9132616,0.185260778,1.0,0.0,1886.9637662524074,1886.9637662524074
22767.3396,53048.53756,218.3910604,0.225698108,1.0,0.0,1891.8603445909712,1891.8603445909712
22772.08016,53049.62604,219.8068008,0.235377319,1.0,0.0,1896.7242625409403,1896.7242625409403
22776.79914,53050.75776,221.1569633,0.240539841,1.0,0.0,1901.5770516769708,1901.5770516769708
22781.5054,53051.91215,222.4514699,0.253750381,1.0,0.0,1906.422822973646,1906.422822973646
22786.19114,53053.12735,223.7034346,0.254394602,1.0,0.0,1911.2635739884804,1911.2635739884804
22790.87415,53054.34507,224.9175354,0.238213399,1.0,0.0,1916.1023160417942,1916.1023160417942
22795.56868,53055.48501,226.089338,0.251970497,1.0,0.0,1920.9332657542723,1920.9332657542723
22800.23762,53056.68699,227.226138,0.25935847,1.0,0.0,1925.754443685443,1925.754443685443
22804.88474,53057.92004,228.3241697,0.279018184,1.0,0.0,1930.562368039767,1930.562368039767
22809.49789,53059.24167,229.3877528,0.299525631,1.0,0.0,1935.3611031626292,1935.3611031626292
22814.0904,53060.65991,230.4213935,0.307557004,1.0,0.0,1940.16761466243,1940.16761466243
22818.6708,53062.11481,231.433366,0.312395487,1.0,0.0,1944.9735274966356,1944.9735274966356
22823.26644,53063.59907,232.4289725,0.308831679,1.0,0.0,1949.8029099371954,1949.8029099371954
22827.87316,53065.06879,233.3965011,0.312240241,1.0,0.0,1954.6383981273166,1954.6383981273166
22832.47188,53066.55326,234.3523983,0.314389822,1.0,0.0,1959.4707760946662,1959.4707760946662
22837.05344,53068.04307,235.2891551,0.322052335,1.0,0.0,1964.2884753245564,1964.2884753245564
22841.62882,53069.56972,236.2082753,0.325950214,1.0,0.0,1969.11183124828,1969.11183124828
22846.2146,53071.11975,237.1087167,0.328061481,1.0,0.0,1973.9524893863097,1973.9524893863097
22850.79193,53072.67769,237.9952603,0.331929647,1.0,0.0,1978.7876860702613,1978.7876860702613
22855.36287,53074.25321,238.8709315,0.328250405,1.0,0.0,1983.6225341293043,1983.6225341293043
22859.93782,53075.8113,239.7353079,0.324210009,1.0,0.0,1988.4555261581183,1988.4555261581183
22864.51994,53077.35121,240.5892972,0.320405673,1.0,0.0,1993.2894838019636,1993.2894838019636
22869.10849,53078.87388,241.4266173,0.322915452,1.0,0.0,1998.1240794449723,1998.1240794449723
22873.69157,53080.40751,242.2516573,0.331559109,1.0,0.0,2002.9569505650516,2002.9569505650516
22878.26301,53081.9813,243.0723489,0.321724056,1.0,0.0,2007.7917079154988,2007.7917079154988
22882.84823,53083.50957,243.8820201,0.318696172,1.0,0.0,2012.6249109570972,2012.6249109570972
22887.43866,53085.02415,244.2829399,0.32649479,1.0,0.0,2017.458750027783,2017.458750027783
22892.01677,53086.57437,244.6817391,0.32485613,1.0,0.0,2022.292203577834,2022.292203577834
22896.5984,53088.1174,245.0801192,0.321039602,1.0,0.0,2027.1266916621928,2027.1266916621928
22901.17953,53089.64083,245.4770083,0.320613264,1.0,0.0,2031.9544852619445,2031.9544852619445
22905.76216,53091.16258,245.8708137,0.325429281,1.0,0.0,2036.7831725348349,2036.7831725348349
22910.35079,53092.7109,246.2640598,0.32870177,1.0,0.0,2041.6259837121702,2041.6259837121702
22914.93082,53094.27304,246.6568633,0.322509035,1.0,0.0,2046.4650906732236,2046.4650906732236
22919.50987,53095.80325,247.0472847,0.317387851,1.0,0.0,2051.2930552077446,2051.2930552077446
22924.09582,53097.3097,245.8701115,0.327302768,1.0,0.0,2056.1200966416845,2056.1200966416845
22928.66995,53098.86268,244.6617543,0.311329583,1.0,0.0,2060.9506672226107,2060.9506672226107
22933.26981,53100.34289,243.4303123,0.316622347,1.0,0.0,2065.7828234352887,2065.7828234352887
22937.87373,53101.85134,242.1766328,0.319395996,1.0,0.0,2070.627562929718,2070.627562929718
22942.45818,53103.3675,240.8938168,0.316662625,1.0,0.0,2075.456219362735,2075.456219362735
22947.03707,53104.86795,239.5898529,0.32129562,1.0,0.0,2080.2746821709934,2080.2746821709934
22951.63601,53106.39862,238.266739,0.331692371,1.0,0.0,2085.1216605877494,2085.1216605877494
22956.19565,53107.96903,236.8911393,0.312068338,1.0,0.0,2089.9441604060726,2089.9441604060726
22960.78612,53109.44996,235.4952603,0.317247305,1.0,0.0,2094.76759989318,2094.76759989318
22965.39848,53110.96436,234.0712393,0.32846371,1.0,0.0,2099.622213382387,2099.622213382387
22969.96965,53112.52227,232.6011735,0.321607382,1.0,0.0,2104.4515693163603,2104.4515693163603
22974.54616,53114.04704,231.098428,0.322498958,1.0,0.0,2109.27540257768,2109.27540257768
22979.15322,53115.58656,229.5437239,0.325491889,1.0,0.0,2114.1328837844376,2114.1328837844376
22983.74561,53117.13647,227.9440769,0.314840146,1.0,0.0,2118.9797659699457,2118.9797659699457
22988.32765,53118.62872,226.3081827,0.321373644,1.0,0.0,2123.7986766999848,2123.7986766999848
22992.90093,53120.15123,224.6264627,0.322270587,1.0,0.0,2128.6187313323007,2128.6187313323007
22997.46965,53121.67677,222.8954657,0.316836098,1.0,0.0,2133.4354184437893,2133.4354184437893
23002.08914,53123.19142,221.1185207,0.321672756,1.0,0.0,2138.296884527454,2138.296884527454
23006.6549,53124.71295,219.2814635,0.319002838,1.0,0.0,2143.1094948294112,2143.1094948294112
23011.20504,53126.21578,217.3829039,0.313910265,1.0,0.0,2147.9013913254225,2147.9013913254225
23015.81433,53127.71216,215.4019822,0.116486778,1.0,0.0,2152.7474936157705,2152.7474936157705
23020.65471,53128.27856,215.4019822,0.097024518,1.0,0.0,2157.620899765926,2157.620899765926
23025.66711,53128.76642,215.4019822,0.064760178,1.0,0.0,2162.6569856607057,2162.6569856607057
23030.59661,53129.0861,215.4019822,0.023090682,1.0,0.0,2167.59684047157,2167.59684047157
23035.56716,53129.2009,215.4019822,-0.044530162,1.0,0.0,2172.568716007269,2172.568716007269
23040.48879,53128.9816,215.4019822,-0.062211022,1.0,0.0,2177.495229414021,2177.495229414021
23045.12063,53128.69307,215.4019822,-0.100074084,1.0,0.0,2182.1360473749537,2182.1360473749537
23049.89325,53128.21385,215.4019822,-0.175292067,1.0,0.0,2186.9326663375978,2186.9326663375978
23054.49005,53127.39972,215.4019822,-0.228487048,1.0,0.0,2191.6010041463787,2191.6010041463787
23059.06056,53126.33685,215.4019822,-0.185296401,1.0,0.0,2196.293471972269,2196.293471972269
23063.59805,53125.48632,215.4019822,-0.265444454,1.0,0.0,2200.9099876259825,2200.9099876259825
23068.07815,53124.26836,215.4019822,-0.529521356,1.0,0.0,2205.5526940103678,2205.5526940103678
23072.11563,53121.90533,215.4019822,-0.38544316,1.0,0.0,2210.2308512898203,2210.2308512898203
23076.3845,53120.17328,215.4019822,-0.436933865,1.0,0.0,2214.837720973173,2214.837720973173
23080.52975,53118.23728,215.4019822,-0.521641971,1.0,0.0,2219.412783110731,2219.412783110731
23084.46663,53115.97458,215.4019822,-0.594304152,1.0,0.0,2223.9535798937172,2223.9535798937172
23088.28221,53113.39598,215.4019822,-0.624435949,1.0,0.0,2228.558775730641,2228.558775730641
23092.04598,53110.68371,215.4019822,-0.699066803,1.0,0.0,2233.197996911594,2233.197996911594
23095.52719,53107.75708,215.4019822,-0.795324581,1.0,0.0,2237.745961975332,2237.745961975332
23098.69372,53104.52705,215.4019822,-0.85169463,1.0,0.0,2242.269235794352,2242.269235794352
23101.71589,53101.07504,215.4019822,-0.801407547,1.0,0.0,2246.8572511113443,2246.8572511113443
23104.95542,53097.73009,215.4019822,-0.858816759,1.0,0.0,2251.5137782640013,2251.5137782640013
23108.0293,53094.16813,215.4019822,-0.814936927,1.0,0.0,2256.218700930315,2256.218700930315
23111.33789,53090.65807,215.4019822,-1.049698629,1.0,0.0,2261.042318762576,2261.042318762576
23113.67193,53086.59194,215.4019822,-1.051247557,1.0,0.0,2265.730725304089,2265.730725304089
23116.05157,53082.43146,215.4019822,-1.073456977,1.0,0.0,2270.523665983879,2270.523665983879
23118.37381,53078.1536,216.8544081,-1.121645444,1.0,0.0,2275.3911997328346,2275.3911997328346
23120.50645,53073.72912,218.2393349,-1.194598382,1.0,0.0,2280.30283659237,2280.30283659237
23122.32593,53069.12297,219.5626244,-1.24425837,1.0,0.0,2285.255323371046,2285.255323371046
23123.89902,53064.47797,220.826881,-1.414358363,1.0,0.0,2290.159468265732,2290.159468265732
23124.65482,53059.68613,222.0494268,-1.406388645,1.0,0.0,2295.0105469319237,2295.0105469319237
23125.4397,53054.95522,223.2336141,-1.410600872,1.0,0.0,2299.806122605655,2299.806122605655
23126.21605,53050.15048,224.390209,-1.410183186,1.0,0.0,2304.6731798058704,2304.6731798058704
23126.99771,53045.32568,225.5209474,-1.430319145,1.0,0.0,2309.56088759128,2309.56088759128
23127.669,53040.57849,226.6234301,-1.430776735,1.0,0.0,2314.3553055080056,2314.3553055080056
23128.34278,53035.79793,227.7049383,-1.482719129,1.0,0.0,2319.183113851549,2319.183113851549
23128.76908,53030.97038,228.7620625,-1.482178689,1.0,0.0,2324.029449652184,2324.029449652184
23129.19664,53026.15827,229.7973816,-1.477893738,1.0,0.0,2328.8605168433637,2328.8605168433637
23129.6442,53021.35457,230.8134483,-1.468567996,1.0,0.0,2333.6850213405705,2333.6850213405705
23130.13669,53016.55384,231.8139734,-1.479050785,1.0,0.0,2338.5109466335093,2338.5109466335093
23130.57984,53011.73724,232.7939427,-1.479770073,1.0,0.0,2343.347889622886,2343.347889622886
23131.01856,53006.93077,233.7558723,-1.479291405,1.0,0.0,2348.174340606718,2348.174340606718
23131.4568,53002.15498,234.7016434,-1.48825932,1.0,0.0,2352.970195527553,2352.970195527553
23131.85403,52997.35311,235.6292973,-1.482040895,1.0,0.0,2357.7884677458724,2357.7884677458724
23132.28605,52992.49837,236.5422589,-1.471382352,1.0,0.0,2362.662392421937,2362.662392421937
23132.76689,52987.67754,237.442303,-1.471744877,1.0,0.0,2367.5071430857524,2367.5071430857524
23133.2453,52982.86345,238.326339,-1.481608842,1.0,0.0,2372.344946167338,2372.344946167338
23133.67395,52978.07,239.1971771,-1.489684799,1.0,0.0,2377.1575238264495,2377.1575238264495
23134.06097,52973.30911,240.0518078,-1.484172587,1.0,0.0,2381.934118646243,2381.934118646243
23134.48002,52968.48359,240.8943284,-1.481987518,1.0,0.0,2386.777799702308,2386.777799702308
23134.91323,52963.61837,241.7260405,-1.458195486,1.0,0.0,2391.662268614336,2391.662268614336
23135.45508,52958.82664,242.5476052,-1.488155164,1.0,0.0,2396.4845375632203,2396.4845375632203
23135.85012,52954.05739,243.3552641,-1.484258643,1.0,0.0,2401.2701203035012,2401.2701203035012
23136.26992,52949.21833,243.7550216,-1.47084236,1.0,0.0,2406.127355496858,2406.127355496858
23136.75136,52944.4178,244.1529598,-1.484549572,1.0,0.0,2410.951966647459,2410.951966647459
23137.16733,52939.60673,242.9543858,-1.471363931,1.0,0.0,2415.7809857596426,2415.7809857596426
23137.6475,52934.79351,241.7288407,-1.478714084,1.0,0.0,2420.6180975008847,2420.6180975008847
23138.08972,52930.00479,240.4788233,-1.488367706,1.0,0.0,2425.427192817765,2425.427192817765
23138.48862,52925.17634,239.2018701,-1.481900168,1.0,0.0,2430.272092260737,2430.272092260737
23138.91774,52920.36184,237.8946903,-1.480623291,1.0,0.0,2435.1056783233207,2435.1056783233207
23139.35217,52915.55722,236.5547728,-1.477512963,1.0,0.0,2439.9298987545667,2439.9298987545667
23139.80479,52910.71919,235.1814995,-1.472900308,1.0,0.0,2444.7890549719864,2444.7890549719864
23140.27252,52905.95662,233.7694625,-1.48649363,1.0,0.0,2449.574537639164,2449.574537639164
23140.67783,52901.16022,232.3183768,-1.481185162,1.0,0.0,2454.388032124057,2454.388032124057
23141.11598,52896.28377,230.8227,-1.473657021,1.0,0.0,2459.284126488442,2459.284126488442
23141.58098,52891.512,229.2778882,-1.492129563,1.0,0.0,2464.078499641722,2464.078499641722
23141.95676,52886.74498,227.6809656,-1.478466893,1.0,0.0,2468.8603079073046,2468.8603079073046
23142.40483,52881.90578,226.0241896,-1.488969799,1.0,0.0,2473.720207429406,2473.720207429406
23142.80097,52877.07547,224.3001485,-1.483490568,1.0,0.0,2478.566734185308,2478.566734185308
23143.22199,52872.26535,222.500825,-1.470511094,1.0,0.0,2483.3952445409786,2483.3952445409786
23143.70527,52867.4624,220.6143495,-1.483489038,1.0,0.0,2488.2224474848113,2488.2224474848113
23144.12839,52862.62844,218.6270158,-1.583183634,1.0,0.0,2493.074890149693,2493.074890149693
23144.06852,52857.79572,216.5207745,-1.480609974,1.0,0.0,2497.9079809842715,2497.9079809842715
23144.50087,52853.01469,214.2713131,-1.510502931,1.0,0.0,2502.7085199522817,2502.7085199522817
23144.79627,52848.12136,211.843196,-1.620936189,1.0,0.0,2507.610758180781,2507.610758180781
23144.54967,52843.20712,209.1873832,-1.659451233,1.0,0.0,2512.5311815708546,2512.5311815708546
23144.1176,52838.3464,206.2238886,-1.715926055,1.0,0.0,2517.411067164111,2517.411067164111
23143.40581,52833.47637,202.810742,-1.746626575,1.0,0.0,2522.33283891878,2522.33283891878
23142.52432,52828.51482,202.810742,-1.754852042,1.0,0.0,2527.372085194028,2527.372085194028
23141.64381,52823.78506,202.810742,-1.849626153,1.0,0.0,2532.183106657049,2532.183106657049
23140.36181,52819.30705,202.810742,-1.979035345,1.0,0.0,2536.841013650549,2536.841013650549
23138.59653,52815.22584,202.810742,-1.89735565,1.0,0.0,2541.2876402980796,2541.2876402980796
23137.22756,52811.18382,202.810742,-2.03519919,1.0,0.0,2545.555192821635,2545.555192821635
23135.34853,52807.43286,202.810742,-2.184055932,1.0,0.0,2549.7504824019243,2549.7504824019243
23132.88092,52803.92663,202.810742,-2.313153042,1.0,0.0,2554.037993092872,2554.037993092872
23130.01203,52800.7995,202.810742,-2.254606618,1.0,0.0,2558.2817499036464,2558.2817499036464
23127.16091,52797.30112,202.810742,-2.215690359,1.0,0.0,2562.794791879836,2562.794791879836
23124.17443,52793.33068,204.6634861,-2.270164646,1.0,0.0,2567.763036699083,2567.763036699083
23120.93756,52789.48281,206.3803016,-2.366197114,1.0,0.0,2572.791299911544,2572.791299911544
23117.37611,52785.9919,208.0559884,-2.361764054,1.0,0.0,2577.77832093923,2577.77832093923
23113.82139,52782.47656,209.6601769,-2.640533959,1.0,0.0,2582.777685858296,2582.777685858296
23109.60574,52780.16774,211.2153746,-2.627612872,1.0,0.0,2587.584176752383,2587.584176752383
23105.38503,52777.78475,212.7223281,-2.624574271,1.0,0.0,2592.431138093695,2592.431138093695
23101.1866,52775.39748,214.1989116,-2.646935273,1.0,0.0,2597.260824679572,2597.260824679572
23096.95959,52773.1175,215.6349114,-2.640857761,1.0,0.0,2602.063524164291,2602.063524164291
23092.70421,52770.7887,217.014647,-2.630522166,1.0,0.0,2606.9144589591942,2606.9144589591942
23088.47885,52768.41928,218.3668898,-2.636514417,1.0,0.0,2611.7588183870216,2611.7588183870216
23084.23623,52766.07347,219.6949991,-2.627744092,1.0,0.0,2616.6067714623414,2616.6067714623414
23080.03694,52763.7033,220.9808785,-2.634975731,1.0,0.0,2621.428777510967,2621.428777510967
23075.83851,52761.37348,222.2438864,-2.636855504,1.0,0.0,2626.230326812734,2626.230326812734
23071.59176,52759.02728,223.4703725,-2.624643863,1.0,0.0,2631.0820831959954,2631.0820831959954
23067.37729,52756.63128,224.6577435,-2.62965431,1.0,0.0,2635.930028470119,2635.930028470119
23063.16654,52754.26523,225.8347978,-2.628692103,1.0,0.0,2640.7599982593656,2640.7599982593656
23058.96453,52751.89877,226.969849,-2.625832,1.0,0.0,2645.582551625754,2645.582551625754
23054.77417,52749.52306,228.0810114,-2.637977359,1.0,0.0,2650.3995127978733,2650.3995127978733
23050.53653,52747.1881,229.1726672,-2.643980447,1.0,0.0,2655.237862823574,2655.237862823574
23046.28183,52744.87692,230.232679,-2.628479653,1.0,0.0,2660.079765867047,2660.079765867047
23042.08611,52742.51283,231.2671921,-2.645972104,1.0,0.0,2664.8956757339893,2664.8956757339893
23037.83119,52740.21249,232.2920568,-2.629552652,1.0,0.0,2669.732607439317,2669.732607439317
23033.61704,52737.84398,233.2872794,-2.642615421,1.0,0.0,2674.566746436346,2674.566746436346
23029.37829,52735.53396,234.2720765,-2.640195243,1.0,0.0,2679.394084622437,2679.394084622437
23025.14001,52733.21088,235.2302989,-2.63801003,1.0,0.0,2684.2272738433157,2684.2272738433157
23020.90473,52730.87739,236.1765578,-2.631470679,1.0,0.0,2689.062847465803,2689.062847465803
23016.68205,52728.51472,237.1053849,-2.626588238,1.0,0.0,2693.90157001533,2693.90157001533
23012.47722,52726.13501,238.0237291,-2.641916754,1.0,0.0,2698.733093068467,2698.733093068467
23008.23941,52723.82166,238.9246667,-2.639688682,1.0,0.0,2703.5612005464136,2703.5612005464136
23003.9997,52721.49501,239.8090605,-2.625949117,1.0,0.0,2708.39736029425,2708.39736029425
22999.79786,52719.11345,240.6744664,-2.632506381,1.0,0.0,2713.227193357537,2713.227193357537
22995.58054,52716.75951,241.5361152,-2.631426156,1.0,0.0,2718.0569781877307,2718.0569781877307
22991.36253,52714.39921,242.3804464,-2.633250754,1.0,0.0,2722.8904680708383,2722.8904680708383
22987.14234,52712.04779,243.2105725,-2.635780385,1.0,0.0,2727.7215320998625,2727.7215320998625
22982.9141,52709.70587,243.6215728,-2.630835833,1.0,0.0,2732.555019741718,2732.555019741718
22978.69914,52707.34401,244.0293267,-2.638776126,1.0,0.0,2737.3866106247706,2737.3866106247706
22974.46371,52705.01467,244.4317845,-2.643455046,1.0,0.0,2742.220314393158,2742.220314393158
22970.21565,52702.70421,244.8312546,-2.639034615,1.0,0.0,2747.056039692964,2747.056039692964
22965.98183,52700.37718,245.2271314,-2.625106537,1.0,0.0,2751.887219715824,2751.887219715824
22961.78275,52697.9925,245.6209712,-2.634289459,1.0,0.0,2756.7161918164716,2756.7161918164716
22957.56305,52695.64709,246.0167749,-2.634866414,1.0,0.0,2761.5439051631906,2761.5439051631906
