default,0,1.39,2.78,4.17,5.56,6.94,8.33,9.72,11.11,12.5,13.89,15.28,16.67,18.06,19.45,20.84,22.23,23.62,25.01,26.4,27.79,29.18,30.57,31.96,33.35,34.74,36.13,37.52,38.91,40.3,41.69,43.08,44.47
0,0.3,-0.05,-0.3,-0.39,-0.4,-0.41,-0.42,-0.44,-0.46,-0.48,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
0.1,1.486234568,1.48604575,1.485637577,0.83749726,0.67546625,0.679841584,0.653529268,0.320478193,0.306409909,0.293545493,0.277647901,0.247751038,0.045621771,0.045621771,0.045621771,0.045621771,0.045621771,0.045621771,0.045621771,0.045621771,0.045621771,0.045621771,0.045621771,0.045621771,0.045621771,0.045621771,0.045621771,0.045621771,0.045621771,0.045621771,0.045621771,0.045621771,0.045621771
0.2,2.435040912,2.434943092,2.434964751,2.434679044,2.434374249,2.433313061,2.425175646,1.566577529,1.572743253,1.522089505,1.512429038,1.486048241,1.463383588,0.953346791,0.926699333,0.897332655,0.861818323,0.83527949,0.832034606,0.445521375,0.420305555,0.373322815,0.373322815,0.373322815,0.373322815,0.373322815,0.373322815,0.373322815,0.373322815,0.373322815,0.373322815,0.373322815,0.373322815
0.3,4.12,4.12,4.12,4.12,3.36,3.32,3.31,2.19,2.17,2.17,2.11,2.112144646,2.086756692,1.426853213,1.396680069,1.368793865,1.352890083,1.300963286,1.312516692,0.853580161,0.81594817,0.765547135,0.71654833,0.71654833,0.71654833,0.71654833,0.71654833,0.71654833,0.71654833,0.71654833,0.71654833,0.71654833,0.71654833
0.4,4.257138905,4.252443615,4.248222601,4.244275848,4.240752423,4.204352594,4.194494557,2.825179103,2.794469911,2.774440992,2.77222044,2.711942031,2.706067199,1.902755498,1.873224117,1.839158229,1.802493802,1.767233152,1.783673332,1.244263354,1.199750582,1.178812516,1.057802938,1.249817943,1.378721173,0.81654833,0.81654833,0.758683897,0.758683897,0.758683897,0.758683897,0.758683897,0.758683897
0.5,5.170073113,5.162976385,5.156150589,5.149501976,5.143532479,5.09298078,5.074662819,3.469475194,3.415346789,3.398794034,3.382246029,3.361420694,3.312907343,2.376107433,2.346198847,2.314547384,2.27869717,2.235003133,2.267782563,1.627208475,1.66076706,1.541494034,1.496556717,1.625116873,1.831637143,1.006147679,1.01903045,1.139297699,1.230425914,1.32173295,1.395307385,0.93753745,0.93753745
0.6,5.618925503,5.620082241,5.617499315,5.612690416,5.609716569,5.609305138,5.60304804,3.970763035,3.790150389,3.770933836,3.748671358,3.732104218,3.717878066,2.656158226,2.629649909,2.595209595,2.562032053,2.524988641,2.5445694,1.853977768,1.776391504,1.737154227,1.73704534,1.902339917,2.106177974,1.214816722,1.236057477,1.360165896,1.472220448,1.569702877,1.648645601,1.19742687,1.244322008
0.7,6.206015944,6.20063122,6.193828367,6.188683254,6.184825191,6.154371593,6.130196058,4.302955094,4.162106175,4.142074566,4.1259352,4.103602394,4.065920573,2.933575026,2.912751321,2.880589364,2.843315234,2.809397327,2.836024269,2.087049765,2.052344892,2.025042165,1.965887061,2.162230939,2.351692303,1.434288595,1.440612559,1.576357022,1.707121398,1.814175817,1.923478839,1.419136748,1.493828194
0.8,6.682886906,6.681512135,6.680746977,6.679878681,6.678609296,6.672939525,6.656831161,4.801969343,4.545330413,4.515059299,4.496838511,4.469971345,4.452042784,3.244822096,3.193156014,3.163245753,3.13228528,3.094689247,3.126633192,2.320003204,2.283568201,2.237208205,2.200570666,2.414344445,2.637439361,1.576465321,1.684191111,1.799454681,1.944282192,2.074696486,2.176891649,1.643021861,1.718493429
0.9,7.193440489,7.19301425,7.192745113,7.192350229,7.191777909,7.194092886,7.180818019,5.262556479,4.921263637,4.886953489,4.869477468,4.848143564,4.822812052,3.578945395,3.4469449,3.44590413,3.411008519,3.373186084,3.417479485,2.555214452,2.507605154,2.46337293,2.42938972,2.670602254,2.902676761,1.819388914,1.855067743,2.015625356,2.165764291,2.314411965,2.414881804,1.865693942,1.964099307
1.0,7.293440489,7.29301425,7.292745113,7.292350229,7.291777909,7.294092886,7.280818019,5.544112308,5.305396995,5.258493095,5.241393758,5.222649071,5.196506878,3.827589589,3.737529889,3.729170034,3.694907329,3.662723533,3.707061744,2.802316637,2.747010257,2.692305193,2.66627827,2.927001757,3.177685203,2.020118314,2.065062816,2.236586026,2.408099247,2.566163172,2.699579285,2.095025758,2.209453188
